ServiceApprovalNumber,ServiceName,ProviderApprovalNumber,ServiceType,ServiceAddress,Suburb,Postcode,Phone,Fax,Email Address,NumberOfApprovedPlaces,OverallRating,lat,lng,ProviderLegalName,state,country
SE-00011298,Rowena Family Day Care,PR-40000509,Family,6/11 East Esplanade,ST ALBANS,3021,9310 8989,9310 8984,rumia10@hotmail.com,,Meeting,-37.7435285,144.7993276,ROWENA FAMILY DAY CARE PTY LTD,Vic,Australia
SE-40000179,Yabios Family Day Care Scheme,PR-40000073,Family,"Level 1, 61 - 63 Main Road West",ST ALBANS,3021,0399950928,,yabiosfdcs@yahoo.com,,Not,-37.7441003,144.7971318,The GGS Dreams Pty Ltd,Vic,Australia
SE-00006122,First Grammar Mentone,PR-00000898,Centre,132 Collins Street,MENTONE,3194,0395851010,,mentone@firstgrammar.com.au,40.0,Not,-37.9807957,145.0679873,G8 Education Limited,Vic,Australia
SE-00004230,Creative Beginnings,PR-00000823,Centre,37 - 41 Blackwood Avenue,MENTONE,3194,03 9584 4353,03 9584 9796,creativebeginnings@gelcmail.com.au,94.0,Exceeding,-37.9794879,145.0814093,Guardian Community Early Learning Centres Pty Ltd,Vic,Australia
SE-00004389,Guardian Early Learning Centre - Mentone,PR-00000823,Centre,37 Venice Street,MENTONE,3194,0395834566,0395834577,mentone@guardian.edu.au,115.0,Meeting,-37.9860857,145.0661782,Guardian Community Early Learning Centres Pty Ltd,Vic,Australia
SE-00003446,Acacia Avenue Preschool,PR-00001299,Centre,35 Acacia Avenue,MENTONE,3194,03 9583 8133,03 9583 8133,acacia.ave.kin@kindergarten.vic.gov.au,28.0,Meeting,-37.982591,145.0865766,Acacia Avenue Preschool Association Inc,Vic,Australia
SE-00003452,Mentone Park Child Care and Preschool,PR-00002057,Centre,18 Acacia Avenue,MENTONE,3194,03 9584 2768,03 9598 0345,tglvic@optusnet.com.au,34.0,Meeting,-37.982668,145.083202,TGL (Vic) Pty Ltd,Vic,Australia
SE-00003459,Mentone Preschool,PR-00001666,Centre,6 Station Street,MENTONE,3194,0395834422,0395834422,info@mentonepreschool.com.au,28.0,Meeting,-37.9829527,145.0665274,Mentone Preschool Association Inc,Vic,Australia
SE-00004089,Mentone Grammar School,PR-00001665,Centre,71-73 Naples Road,MENTONE,3194,03 9584 4211,03 9581 3286,jan@mentonegrammar.net,100.0,Exceeding,-37.989282,145.068077,Mentone Grammar School,Vic,Australia
SE-00004941,Camp Australia - Mentone Primary School OSHC,PR-00002539,Centre,6 Childers Street,MENTONE,3194,1300105343,,opsadmin@campaustralia.com.au,100.0,Meeting,-37.9829821,145.0679873,Camp Australia Pty Limited,Vic,Australia
SE-00005281,Camp Australia - Mentone Grammar OSHC,PR-00002539,Centre,71-73 Naples Road,MENTONE,3194,1300105343,,oshc@campaustralia.com.au,100.0,Meeting,-37.989282,145.068077,Camp Australia Pty Limited,Vic,Australia
SE-00005421,Camp Australia - Mentone Girls Grammar School OSHC,PR-00002539,Centre,20 Mentone Parade,MENTONE,3194,1300105343,,oshc@campaustralia.com.au,36.0,Meeting,-37.990727,145.0654551,Camp Australia Pty Limited,Vic,Australia
SE-00004597,Mentone Girls Grammar Early Learning Centre,PR-00002078,Centre,20 Mentone Parade,MENTONE,3194,03 9581 1200,,info@mentonegirls.vic.edu.au,69.0,Exceeding,-37.990727,145.0654551,Mentone Girls Grammar School,Vic,Australia
SE-00004719,Goodstart Early Learning Mentone,PR-00001129,Centre,104-106 Warrigal Road,MENTONE,3194,03 9585 4544,03 9585 4644,kcn@goodstart.org.au,60.0,Meeting,-37.983759,145.0712878,Goodstart Early Learning Ltd,Vic,Australia
SE-00005432,Mentone Park OSHClub,PR-40004402,Centre,Broome Avenue,MENTONE,3194,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,60.0,Meeting,-37.9804701,145.0849589,OSHCLUB PTY LTD,Vic,Australia
SE-00004919,City of Kingston Family Day Care,PR-00001609,Family,34 Brindisi Street,MENTONE,3194,0395814866,0395814501,marita.wilson@kingston.vic.gov.au,,Exceeding,-37.9845882,145.0644442,Kingston City Council,Vic,Australia
SE-00011600,St Patricks After School Care Program,PR-00001609,Centre,69-79 Childers Street,MENTONE,3194,0395814847,0395814848,sarah.atkins@kingston.vic.gov.au,45.0,Exceeding,-37.9830592,145.0705179,Kingston City Council,Vic,Australia
SE-40002182,Mentone Childcare & Kindergarten,PR-40007172,Centre,21-23 Childers St,MENTONE,3194,0395842144,,mentonechildcare@gmail.com,117.0,Not,-37.9825891,145.0691935,Patterson Lakes Childcare Pty Ltd ATF Mentone Kindergarten Discretionary Trust,Vic,Australia
SE-40005522,HAPPY TIMES CHILD CARE & EARLY LEARNING CENTRE,PR-40002572,Centre,21 Long St,MENTONE,3194,95155269,,admin@happytimes.com.au,23.0,Meeting,-37.9833175,145.07796,HAPPY TIMES CHILD CARE & EARLY LEARNING CENTRE PTY LTD,Vic,Australia
SE-00006143,Penguin Childcare Ravenhall,PR-00000898,Centre,1/265 Robinsons Road,RAVENHALL,3023,0383585485,,ravenhall@penguinchildcare.com.au,97.0,Meeting,-37.7805283,144.7536049,G8 Education Limited,Vic,Australia
SE-40009094,KOOL KIDZ RAVENHALL,PR-40008769,Centre,3 NEXUS STREET,RAVENHALL,3023,0393605409,,mvr213@gmail.com,130.0,NA,-37.7748982,144.7543978,TRISKELION GROUP PTY. LTD. ATF TRISKELION UNIT TRUST,Vic,Australia
SE-00006144,The Learning Sanctuary Park Orchards,PR-00000898,Centre,239 Warrandyte Road,PARK ORCHARDS,3114,0398761885,,parkorchards@thelearningsanctuary.com.au,85.0,Not,-37.7894531,145.2355666,G8 Education Limited,Vic,Australia
SE-00003029,Park Orchards Kindergarten,PR-00001733,Centre,570-572 Park Road,PARK ORCHARDS,3114,03 9876 1618,03 9876 1618,park.orchards.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.7785204,145.2152497,Park Orchards Kindergarten Inc,Vic,Australia
SE-00011609,Camp Australia - St Annes Park Orchards OSHC,PR-00002539,Centre,60 Knees Road,PARK ORCHARDS,3114,1300105343,,opsadmin@campaustralia.com.au,45.0,Meeting,-37.772945,145.217254,Camp Australia Pty Limited,Vic,Australia
SE-00005393,Park Orchards OSHClub,PR-40004402,Centre,1-3 Bowmore Ave,PARK ORCHARDS,3114,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,45.0,Meeting,-37.779862,145.215816,OSHCLUB PTY LTD,Vic,Australia
SE-40004541,Team Holiday - Park Orchards,PR-40002234,Centre,"Park Orchards Primary School, 1 Bowmore Ave",PARK ORCHARDS,3114,0395320366,,sam@teamholiday.com.au,55.0,Not,-37.7798129,145.2157562,Team Holiday Pty Ltd ATF Team Holiday Trust,Vic,Australia
SE-00011973,Headstart Early Learning Centre Hughesdale,PR-00000898,Centre,105A Kangaroo Road,HUGHESDALE,3166,0395681984,,hughesdale@headstartelc.com.au,140.0,Meeting,-37.899618,145.0797394,G8 Education Limited,Vic,Australia
SE-00003537,Hughesdale Kindergarten,PR-00001577,Centre,10 Freda Street,HUGHESDALE,3166,03 9569 5019,03 9569 5019,hughesdale.kin@kindergarten.vic.gov.au,29.0,Exceeding,-37.8968961,145.0782348,Hughesdale Kindergarten Inc,Vic,Australia
SE-00003546,Brine Street Child Care Centre,PR-00001677,Centre,33 Brine Street,HUGHESDALE,3166,03 9579 0903,03 9570 9963,brinest@monash.vic.gov.au,67.0,Exceeding,-37.9075843,145.0769731,Monash City Council,Vic,Australia
SE-00006115,Camp Australia - Hughesdale Primary School OSHC,PR-00002539,Centre,Brine Street,HUGHESDALE,3166,1300105343,,opsadmin@campaustralia.com.au,120.0,Meeting,-37.9065208,145.0773338,Camp Australia Pty Limited,Vic,Australia
SE-00004593,Buckets Early Learning Centre,PR-00002501,Centre,577 Neerim Road,HUGHESDALE,3166,03 9569 4411,03 9569 4422,hughesdale@bucketselc.com.au,97.0,Exceeding,-37.8924663,145.0810834,Delsouth Corporation Pty Ltd As Trustee For Delsouth Unit Trust,Vic,Australia
SE-40009536,Paisley Park Early Learning Centre Chadstone,PR-40009465,Centre,1350 Dandenong Rd,HUGHESDALE,3166,1800724753,,peterr@paisleypark.com.au,120.0,NA,-37.8911437,145.0828706,Paisley Park Early Learning Centres (No.3) Pty Ltd ATF Paisley Park ELC (No.3) Unit Trust,Vic,Australia
SE-40000068,Headstart Early Learning Centre Carnegie,PR-00000898,Centre,1 Toolambool Rd,CARNEGIE,3163,0395722285,,carnegie@headstartelc.com.au,120.0,Meeting,-37.887614,145.0536012,G8 Education Limited,Vic,Australia
SE-00011578,GEKA Carnegie Kindergarten,PR-00006475,Centre,51 A Truganini Road,CARNEGIE,3163,0395710575,,,33.0,Meeting,-37.890152,145.054983,Glen Eira Kindergarten Association Inc.,Vic,Australia
SE-00002873,Carnegie Early Learning Centre,PR-00001537,Centre,17 Truganini Road,CARNEGIE,3163,0395725128,0395718224,lcramp@gleneira.vic.gov.au,35.0,Exceeding,-37.8877666,145.054997,Glen Eira City Council,Vic,Australia
SE-00004648,Goodstart Early Learning Carnegie,PR-00001129,Centre,83 Oakleigh Road,CARNEGIE,3163,03 9578 3111,03 9578 4399,cst@goodstart.org.au,47.0,Meeting,-37.8988607,145.053149,Goodstart Early Learning Ltd,Vic,Australia
SE-00005430,Carnegie Primary School - OSHC,PR-00002783,Centre,51 Truganini Road,CARNEGIE,3163,03 9571 2662,98488156,rita@ylv.com.au,85.0,Meeting,-37.890152,145.054983,Youth Leadership Victoria Inc,Vic,Australia
SE-40000647,Kindy Patch Lilydale,PR-00000898,Centre,"Lilydale Child Care Centre, 18 Wilsons Lane",LILYDALE,3140,0397387600,,lilydale@kindypatch.com.au,48.0,Meeting,-37.7549736,145.3385506,G8 Education Limited,Vic,Australia
SE-00004420,Grand Oaks Early Learning Centre,PR-40007227,Centre,35-37 Cave Hill Road,LILYDALE,3140,0397355366,03 9735 5466,info@grandoakselc.com.au,110.0,Meeting,-37.75693,145.3428052,MAYFIELD CHILDCARE LIMITED,Vic,Australia
SE-00003340,Lilydale North Preschool,PR-00002138,Centre,Erldunda Court,LILYDALE,3140,03 9735 0110,03 9735 0110,lilydale.north.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.7475927,145.3404699,Lilydale North Pre-School Inc,Vic,Australia
SE-00003356,Lakeview Kindergarten & Childcare,PR-00002286,Centre,24 Lakeview Drive,LILYDALE,3140,03 9739 5678,03 9739 5612,admin@lakeviewchildcare.com.au,38.0,Exceeding,-37.775345,145.357379,Investwell Property Services Pty Ltd,Vic,Australia
SE-00003357,Como Park Child Care & Kindergarten,PR-00002231,Centre,162-164 Nelson Road,LILYDALE,3140,0397396766,0397396765,admin@comoparkchildcare.com,64.0,Exceeding,-37.7511366,145.3658729,A.M. Cowmey Pty. Limited & Katerean Pty. Limited,Vic,Australia
SE-00004263,Edinburgh Early Learning Centre,PR-00002302,Centre,47 Edinburgh Road,LILYDALE,3140,0397619991,0397619997,elc@ec.vic.edu.au,118.0,Exceeding,-37.7848139,145.3507754,Seventh Day Adventist Schools (Victoria) Limited,Vic,Australia
SE-40008057,Lilydale PS OSHC - Extend,PR-00002530,Centre,"Lilydale Primary School, 63-65 Castella Street",LILYDALE,3140,1300 366 437,1300 849 438,enquiries@extend.com.au,34.0,NA,-37.7534235,145.3540054,Extend (Australia) Pty Ltd,Vic,Australia
SE-00005702,Camp Australia - St Patricks School Lilydale OSHC,PR-00002539,Centre,Jones Street,LILYDALE,3140,1300105343,,opsadmin@campaustralia.com.au,60.0,Meeting,-37.7532805,145.354023,Camp Australia Pty Limited,Vic,Australia
SE-00005644,Lilydale West OSHClub,PR-40004402,Centre,Bowen Road,LILYDALE,3140,0476802866,03 9735 5853,lilydalewest@oshclub.com.au,60.0,Meeting,-37.7565579,145.3389552,OSHCLUB PTY LTD,Vic,Australia
SE-40004731,PARKLANE FAMILY DAY CARE,PR-40003902,Family,9 Park Lane,LILYDALE,3140,97275505,,john.valoa@bigpond.com,,NA,-37.7738201,145.3310797,,Vic,Australia
SE-40006095,Lilydale Lakeside Childrens Centre,PR-40006183,Centre,40-50 Melba Ave,LILYDALE,3140,03 8892 2561,,c.ong@boxhill.edu.au,81.0,Meeting,-37.7618479,145.3470987,BOX HILL INSTITUTE,Vic,Australia
SE-40001522,Creative Garden Early Learning Cheltenham,PR-00000898,Centre,266-268 Bay Rd,CHELTENHAM,3192,0395980433,,regulatorysupport@g8education.edu.au,118.0,Meeting,-37.9557582,145.0313326,G8 Education Limited,Vic,Australia
SE-00004849,North Cheltenham Preschool,PR-00001879,Centre,71 Argus St,CHELTENHAM,3192,0395837066,0393481273,northcheltenham@try.org.au,30.0,Meeting,-37.9592536,145.0672892,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003441,Evesham Road Preschool,PR-00001512,Centre,75 Evesham Road,CHELTENHAM,3192,0395836158,,evesham.rd.kin@kindergarten.vic.gov.au,60.0,Meeting,-37.970188,145.0681367,Evesham Road Preschool Association Inc,Vic,Australia
SE-00003442,Farm Road Preschool,PR-00001514,Centre,47-49 Farm Road,CHELTENHAM,3192,03 9584 2328,03 9584 0501,farm.rd.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.9631631,145.0810445,Farm Road Preschool Inc,Vic,Australia
SE-00003443,Olympic Avenue Kindergarten,PR-00001724,Centre,28 Olympic Avenue,CHELTENHAM,3192,0395836166,,olympic.ave.kin@kindergarten.vic.gov.au,50.0,Exceeding,-37.9618741,145.0465277,Olympic Avenue Kindergarten Inc,Vic,Australia
SE-00003451,Robins Nest Early Learning Centre,PR-00002462,Centre,1158 Nepean Highway,CHELTENHAM,3192,0395842430,0398855746,christinamatt@bigpond.com,60.0,Meeting,-37.9596636,145.0528906,C & N Investments No. 1 Pty Ltd,Vic,Australia
SE-00003456,Friendship Square Child Care Centre,PR-00001527,Centre,35 Friendship Square,CHELTENHAM,3192,03 9584 1889,,admin@friendshipsquare.com,40.0,Meeting,-37.959098,145.065809,Friendship Square Child Care Centre Co-op Ltd,Vic,Australia
SE-00004005,Kids Company - Cheltenham,PR-00001604,Centre,1a Bernard Street,CHELTENHAM,3192,0395534494,0395534420,bev@kidscompany.com.au,120.0,Meeting,-37.952592,145.058535,Kids' Company Child Care Pty Ltd,Vic,Australia
SE-00004228,Minnows Cheltenham,PR-00002278,Centre,15 - 17 Centre Dandenong Road,CHELTENHAM,3192,03 9585 1555,03 9585 1550,cheltenham@minnows.com.au,75.0,Exceeding,-37.965809,145.060509,Minnows Childcare Pty. Ltd.,Vic,Australia
SE-00004300,Tulip Street Early Learning Centre,PR-00002288,Centre,99A Tulip Street,CHELTENHAM,3192,03 9585 5311,03 9585 5322,tulipstreetelc@optusnet.com.au,60.0,Exceeding,-37.9626741,145.0334475,N and MJ Chamberlain Pty Ltd,Vic,Australia
SE-40004101,Tulip Street Private Kindergarten,PR-00002463,Centre,150 Tulip St,CHELTENHAM,3192,,95855322,mjane01@yahoo.co.uk,23.0,Exceeding,-37.964467,145.0349447,Nimjem Pty Ltd as Trustee for The Chamberlain Family Trust,Vic,Australia
SE-00005341,Camp Australia - Cheltenham East Primary School OSHC,PR-00002539,Centre,Silver Street,CHELTENHAM,3192,1300105343,,oshc@campaustralia.com.au,60.0,Exceeding,-37.9646614,145.0662964,Camp Australia Pty Limited,Vic,Australia
SE-00005420,Camp Australia - Kingston Heath Primary School OSHC,PR-00002539,Centre,25 Farm Road,CHELTENHAM,3192,1300105343,,oshc@campaustralia.com.au,65.0,Exceeding,-37.9624643,145.0791327,Camp Australia Pty Limited,Vic,Australia
SE-00005718,Camp Australia - Cheltenham Primary School OSHC,PR-00002539,Centre,Charman Road,CHELTENHAM,3192,1300105343,,opsadmin@campaustralia.com.au,98.0,Meeting,-37.969174,145.0549815,Camp Australia Pty Limited,Vic,Australia
SE-00004658,Goodstart Early Learning Cheltenham,PR-00001129,Centre,2 Jellicoe Street,CHELTENHAM,3192,03 9584 0999,,cth@goodstart.org.au,90.0,Meeting,-37.9618752,145.05739,Goodstart Early Learning Ltd,Vic,Australia
SE-00005237,Our Lady of the Assumption Cheltenham OSHClub,PR-40004402,Centre,9 Centre Dandenong Road,CHELTENHAM,3192,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,49.0,Meeting,-37.9654903,145.0594507,OSHCLUB PTY LTD,Vic,Australia
SE-40010965,Le Page Primary School OSHC,PR-00001609,Centre,"Le Page Primary School, 77-79 Argus St",CHELTENHAM,3192,0395814846,0395814846,julie.hasselby@kingston.vic.gov.au,60.0,NA,-37.9591998,145.0683929,Kingston City Council,Vic,Australia
SE-40004850,Team Holiday - Cheltenham,PR-40002234,Centre,"Kingston Heath Primary School, 25 Farm Rd",CHELTENHAM,3192,95320366,,info@teamholiday.com.au,60.0,Meeting,-37.9624643,145.0791327,Team Holiday Pty Ltd ATF Team Holiday Trust,Vic,Australia
SE-40005371,Only About Children Cheltenham,PR-00004699,Centre,15 Herald St,CHELTENHAM,3192,0385295064,,cheltenham@oac.edu.au,86.0,Meeting,-37.965694,145.070727,Only About Children Pty Ltd,Vic,Australia
SE-40002650,The Learning Sanctuary Brunswick,PR-00000898,Centre,"Level 5, 181 Weston St",BRUNSWICK EAST,3057,0393880058,,brunswick@thelearningsanctuary.com.au,90.0,Meeting,-37.7757287,144.9716727,G8 Education Limited,Vic,Australia
SE-00005628,Brunswick East School Holiday Program,PR-00001688,Centre,195a Stewart Street,BRUNSWICK EAST,3057,03 9240 1227,03 0000 0000,sd_schoolholidayprog@moreland.vic.gov.au,45.0,Meeting,-37.7650407,144.9787166,Moreland City Council,Vic,Australia
SE-00005660,Our Lady Help of Christians PS OSHC - Extend,PR-00002530,Centre,26 Miller Street,BRUNSWICK EAST,3057,1300 366 437,03 9818 4532,enquiries@extend.com.au,60.0,Meeting,-37.7766652,144.9778345,Extend (Australia) Pty Ltd,Vic,Australia
SE-00005559,Brunswick East Primary School OSHC Service,PR-00002826,Centre,195a Stewart Street,BRUNSWICK EAST,3057,03 9387 3361,03 9388 1949,swamy.ranita.r@edumail.vic.gov.au,106.0,Meeting,-37.7650407,144.9787166,Brunswick East Primary School Council,Vic,Australia
SE-40003953,Eclipse Early Education Brookfield,PR-00000898,Centre,39 James Melrose Dr,BROOKFIELD,3338,0397472657,,regulatorysupport@g8education.edu.au,103.0,Meeting,-37.7062976,144.5613264,G8 Education Limited,Vic,Australia
SE-40003209,Botanica Springs Kindergarten,PR-00002186,Centre,267 Clarkes Rd,BROOKFIELD,3338,9747 2409,,deborah@bpachildrenservices.com,99.0,Meeting,-37.7057034,144.5456704,Brimbank Preschool Association Inc,Vic,Australia
SE-40000033,Dombai Family Day Care,PR-40000062,Family,23 Leyana Cres,BROOKFIELD,3338,0423450949,,amawiir@hotmail.com,,Not,-37.6894197,144.5413219,Miss Aluel Mawiir,Vic,Australia
SE-40000222,Happy Kidstart Family Day Care,PR-40000201,Family,103 Botanica Springs Bvd,BROOKFIELD,3338,0397432294,,jemelaagok@yahoo.com.au,,Not,-37.6923163,144.5467195,Mrs Racheal Atong Agok,Vic,Australia
SE-40000455,kidsarena family day care,PR-40000361,Family,40 Barleygrass Cres,BROOKFIELD,3338,0431433192,,kidsarenafdc@yahoo.com.au,,Not,-37.6925504,144.5450288,Mrs jennifer banigo,Vic,Australia
SE-40002822,Talent Excellence Family Day Care,PR-40001236,Family,17 Magpie St,BROOKFIELD,3338,0397478525,,pumpris@yahoo.com,,Not,-37.7091965,144.5471122,Mrs Pricila Maposa,Vic,Australia
SE-40005388,Eclipse Early Education Clyde North,PR-00000898,Centre,20 Vantage Ave,CLYDE NORTH,3978,0359985382,,regulatorysupport@g8education.edu.au,123.0,Meeting,-38.1034345,145.3236605,G8 Education Limited,Vic,Australia
SE-40003372,Selandra Kindergarten,PR-00001412,Centre,45 Haflinger Ave,CLYDE NORTH,3978,9792 7233,,selandra@casey.vic.gov.au,127.0,Exceeding,-38.1075184,145.3205985,Casey City Council,Vic,Australia
SE-40000964,Rivercrest Early Learning Centre,PR-40003107,Centre,500 Soldiers Rd,CLYDE NORTH,3978,0397039777,0397022155,Jamee.Jones@rivercrest.vic.edu.au,100.0,Exceeding,-38.0856625,145.3678024,CREST EDUCATION LTD,Vic,Australia
SE-40007389,"Clyde North YMCA Early Learning Centre, Wilandra Rise YMCA Before and After School Program, Clyde North YMCA Holiday Program",PR-00001946,Centre,25 Aayana Street,CLYDE NORTH,3978,0383710530,,childrensservices.vic@ymca.org.au,224.0,NA,-38.1073118,145.3204338,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-40001662,Rivercrest OSHClub,PR-40004402,Centre,500 Soldiers Rd,CLYDE NORTH,3978,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,60.0,Not,-38.0856625,145.3678024,OSHCLUB PTY LTD,Vic,Australia
SE-40005177,Kids on Clyde,PR-00002370,Centre,1 MacKillop Way,CLYDE NORTH,3978,03 9008 6096,,info@kidsonclyde.com.au,118.0,NA,-38.1157124,145.3200409,Richdoc Pty Ltd ATF Geethom Unit Trust,Vic,Australia
SE-40005954,Creative Garden Early Learning Centre Bendigo,PR-00000898,Centre,174 Jobs Gully Rd,JACKASS FLAT,3556,0354461644,,regulatorysupport@g8education.edu.au,124.0,Meeting,-36.7119777,144.2783898,G8 Education Limited,Vic,Australia
SE-40006453,Eclipse Early Education Lyndhurst,PR-00000898,Centre,19-31 Brookwater Parade,LYNDHURST,3975,0387820099,,regulatorysupport@g8education.edu.au,99.0,Meeting,-38.0770359,145.2483525,G8 Education Limited,Vic,Australia
SE-00012078,Marriott Waters Kindergarten,PR-00001412,Centre,25 Boland Drive,LYNDHURST,3975,0397980189,,marriottwaters@casey.vic.gov.au,111.0,Meeting,-38.0719421,145.2512133,Casey City Council,Vic,Australia
SE-00005932,Camp Australia - Lyndhurst Primary School OSHC,PR-00002539,Centre,70 Brookwater Pde,LYNDHURST,3975,1300105343,,opsadmin@campaustralia.com.au,130.0,Meeting,-38.0745896,145.2542292,Camp Australia Pty Limited,Vic,Australia
SE-00011567,Growing Minds Family Day Care Service,PR-00006736,Family,"A30 Marriott Waters S/Centre, 10-18 Society Ave",LYNDHURST,3975,,,growingmindsfdcs@gmail.com,,Not,-38.0775778,145.2499732,Growing Minds Family Day Care Services Pty Ltd,Vic,Australia
SE-40004512,LEARN SMART EARLY LEARNING CENTRE - LYNDHURST,PR-40003115,Centre,170-172 Aylmer Rd,LYNDHURST,3975,,,jagbir.brar@gmail.com,90.0,Meeting,-38.0632711,145.2471897,LEARN SMART EARLY LEARNING CENTRES PTY LTD,Vic,Australia
